Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
Gint3	chr2R	Rev	NM_137512	Intron	4	18658857	18658919	63
Gint3	chr2R	Rev	NM_137512	Intron	3	18659931	18659985	55
Gint3	chr2R	Rev	NM_137512	Intron	2	18660125	18660194	70
Gint3	chr2R	Rev	NM_137512	Intron	1	18660626	18661110	485
Atg7	chr2R	Rev	NM_137506	Intron	8	18620775	18620838	64
Atg7	chr2R	Rev	NM_137506	Intron	7	18620956	18621038	83
Atg7	chr2R	Rev	NM_137506	Intron	6	18621333	18623004	1672
Atg7	chr2R	Rev	NM_137506	Intron	5	18623170	18623229	60
Atg7	chr2R	Rev	NM_137506	Intron	4	18623578	18623638	61
Atg7	chr2R	Rev	NM_137506	Intron	3	18623784	18623914	131
Atg7	chr2R	Rev	NM_137506	Intron	2	18624128	18624184	57
Atg7	chr2R	Rev	NM_137506	Intron	1	18624707	18624762	56
CG33136	chr2R	Rev	NM_001299655	Intron	2	18665134	18665190	57
CG5482	chr2R	Rev	NM_001299651	Intron	5	18630277	18630337	61
CG5482	chr2R	Rev	NM_001299651	Intron	4	18630569	18630628	60
CG5482	chr2R	Rev	NM_001299651	Intron	3	18630939	18630995	57
CG5482	chr2R	Rev	NM_001299651	Intron	2	18631079	18631132	54
CG5482	chr2R	Rev	NM_001299651	Intron	1	18631631	18631749	119
CG5493	chr2R	Rev	NM_001259480	Intron	2	18617123	18617199	77
CG5493	chr2R	Rev	NM_001259480	Intron	1	18617759	18619157	1399
CG15099	chr2R	Rev	NM_001274152	Intron	10	18837569	18837633	65
CG15099	chr2R	Rev	NM_001274152	Intron	9	18837977	18838032	56
CG15099	chr2R	Rev	NM_001274152	Intron	8	18838229	18838384	156
CG15099	chr2R	Rev	NM_001274152	Intron	7	18842680	18842734	55
CG15099	chr2R	Rev	NM_001274152	Intron	6	18842844	18842899	56
CG15099	chr2R	Rev	NM_001274152	Intron	5	18843669	18843726	58
CG15099	chr2R	Rev	NM_001274152	Intron	4	18844028	18844102	75
CG15099	chr2R	Rev	NM_001274152	Intron	3	18845336	18845393	58
CG15099	chr2R	Rev	NM_001274152	Intron	2	18845573	18845710	138
CG15099	chr2R	Rev	NM_001274152	Intron	1	18845960	18846572	613
Jabba	chr2R	Rev	NM_001144231	Intron	9	18757389	18757447	59
Jabba	chr2R	Rev	NM_001144231	Intron	8	18757523	18757622	100
Jabba	chr2R	Rev	NM_001144231	Intron	7	18757929	18758030	102
Jabba	chr2R	Rev	NM_001144231	Intron	6	18758127	18758224	98
Jabba	chr2R	Rev	NM_001144231	Intron	5	18758285	18758450	166
Jabba	chr2R	Rev	NM_001144231	Intron	4	18758584	18758640	57
Jabba	chr2R	Rev	NM_001144231	Intron	3	18758881	18758943	63
CG15097	chr2R	Rev	NM_176232	Intron	5	18823174	18823236	63
CG15097	chr2R	Rev	NM_176232	Intron	4	18824570	18824703	134
CG15097	chr2R	Rev	NM_176232	Intron	3	18824801	18825496	696
CG15097	chr2R	Rev	NM_176232	Intron	2	18825681	18826018	338
CG15097	chr2R	Rev	NM_176232	Intron	1	18826219	18829470	3252
Jheh2	chr2R	Rev	NM_176233	Intron	3	18856692	18856883	192
Jheh2	chr2R	Rev	NM_176233	Intron	2	18857092	18857203	112
Jheh2	chr2R	Rev	NM_176233	Intron	1	18857404	18857652	249
MFS14	chr2R	Rev	NM_166309	Intron	4	18797656	18797715	60
CG15096	chr2R	Rev	NM_137532	Intron	3	18808777	18808889	113
CG15096	chr2R	Rev	NM_137532	Intron	2	18809976	18810041	66
CG15096	chr2R	Rev	NM_137532	Intron	1	18810179	18814603	4425
CG15098	chr2R	Rev	NM_137535	Intron	3	18833785	18833964	180
CG15098	chr2R	Rev	NM_137535	Intron	2	18834119	18834310	192
CG15093	chr2R	Rev	NM_137529	Intron	1	18776827	18776893	67
CG43071	chr2R	Rev	NM_001299665	Intron	1	18865056	18865139	84
CG43109	chr2R	Rev	NM_001259486	Intron	1	18868008	18868066	59
CG15107	chr2R	Rev	NM_001274153	Intron	2	18971776	18971828	53
CG15107	chr2R	Rev	NM_001274153	Intron	1	18972187	18972244	58
prod	chr2R	Rev	NM_166317	Intron	2	18970068	18970133	66
prod	chr2R	Rev	NM_166317	Intron	1	18970729	18970795	67
5-HT1B	chr2R	Rev	NM_001169730	Intron	8	19023684	19023861	178
5-HT1B	chr2R	Rev	NM_001169730	Intron	7	19024381	19024809	429
5-HT1B	chr2R	Rev	NM_001169730	Intron	6	19024990	19025877	888
5-HT1B	chr2R	Rev	NM_001169730	Intron	5	19026016	19026332	317
5-HT1B	chr2R	Rev	NM_001169730	Intron	4	19026523	19026607	85
5-HT1B	chr2R	Rev	NM_001169730	Intron	3	19026718	19027173	456
5-HT1B	chr2R	Rev	NM_001169730	Intron	2	19027304	19028613	1310
5-HT1B	chr2R	Rev	NM_001169730	Intron	1	19029246	19032039	2794
CG15115	chr2R	Rev	NM_137547	Intron	2	19035902	19035968	67
CG15115	chr2R	Rev	NM_137547	Intron	1	19036191	19036242	52
CG15116	chr2R	Rev	NM_137549	Intron	1	19055649	19055701	53
CG33453	chr2R	Rev	NM_206166	Intron	2	19252692	19252755	64
CG33453	chr2R	Rev	NM_206166	Intron	1	19253071	19253119	49
CG33454	chr2R	Rev	NM_206165	Intron	2	19251174	19251234	61
CG33454	chr2R	Rev	NM_206165	Intron	1	19251550	19251606	57
CG9416	chr2R	Rev	NM_001274159	Intron	10	19367647	19367707	61
CG9416	chr2R	Rev	NM_001274159	Intron	9	19367991	19368047	57
CG9416	chr2R	Rev	NM_001274159	Intron	8	19368260	19368321	62
CG9416	chr2R	Rev	NM_001274159	Intron	7	19368648	19368710	63
CG9416	chr2R	Rev	NM_001274159	Intron	6	19368892	19368954	63
CG9416	chr2R	Rev	NM_001274159	Intron	5	19369339	19369403	65
CG9416	chr2R	Rev	NM_001274159	Intron	4	19369559	19369615	57
CG9416	chr2R	Rev	NM_001274159	Intron	3	19369737	19369797	61
CG9416	chr2R	Rev	NM_001274159	Intron	2	19369883	19369943	61
CG9416	chr2R	Rev	NM_001274159	Intron	1	19370621	19373589	2969
Rgk1	chr2R	Rev	NM_166341	Intron	16	19312715	19312784	70
Rgk1	chr2R	Rev	NM_166341	Intron	15	19312926	19312994	69
Rgk1	chr2R	Rev	NM_166341	Intron	14	19313131	19314560	1430
Rgk1	chr2R	Rev	NM_166341	Intron	13	19314754	19315246	493
Rgk1	chr2R	Rev	NM_166341	Intron	12	19315339	19317541	2203
Rgk1	chr2R	Rev	NM_166341	Intron	11	19317637	19318072	436
Rgk1	chr2R	Rev	NM_166341	Intron	10	19318340	19318398	59
Rgk1	chr2R	Rev	NM_166341	Intron	9	19318501	19319387	887
Rgk1	chr2R	Rev	NM_166341	Intron	8	19319687	19325938	6252
Rgk1	chr2R	Rev	NM_166341	Intron	7	19327406	19327850	445
Rgk1	chr2R	Rev	NM_166341	Intron	6	19328060	19328185	126
Rgk1	chr2R	Rev	NM_166341	Intron	5	19328319	19328532	214
Rgk1	chr2R	Rev	NM_166341	Intron	4	19329162	19330497	1336
Rgk1	chr2R	Rev	NM_166341	Intron	3	19330712	19346052	15341
Rgk1	chr2R	Rev	NM_166341	Intron	2	19346220	19349252	3033
Rgk1	chr2R	Rev	NM_166341	Intron	1	19349912	19356207	6296
SdhA	chr2R	Rev	NM_166343	Intron	4	19392579	19392638	60
SdhA	chr2R	Rev	NM_166343	Intron	3	19392790	19392845	56
SdhA	chr2R	Rev	NM_166343	Intron	2	19394444	19395686	1243
SdhA	chr2R	Rev	NM_166343	Intron	1	19395778	19395910	133
cer	chr2R	Rev	NM_137576	Intron	1	19396563	19396623	61
EndoB	chr2R	Rev	NM_137566	Intron	5	19308516	19308572	57
EndoB	chr2R	Rev	NM_137566	Intron	4	19308814	19309392	579
CG10474	chr2R	Rev	NM_137560	Intron	1	19286648	19286710	63
CG11906	chr2R	Rev	NM_137558	Intron	4	19282068	19282129	62
CG11906	chr2R	Rev	NM_137558	Intron	3	19282308	19282368	61
CG11906	chr2R	Rev	NM_137558	Intron	2	19282712	19282771	60
CG11906	chr2R	Rev	NM_137558	Intron	1	19283480	19283551	72
EndoB	chr2R	Rev	NM_137566	Intron	3	19309584	19309662	79
EndoB	chr2R	Rev	NM_137566	Intron	2	19309699	19309815	117
EndoB	chr2R	Rev	NM_137566	Intron	1	19310314	19310474	161
EloC	chr2R	Rev	NM_166354	Intron	2	19445380	19445927	548
EloC	chr2R	Rev	NM_166354	Intron	1	19446140	19446217	78
Fak	chr2R	Rev	NM_166352	Intron	15	19431563	19431626	64
Fak	chr2R	Rev	NM_166352	Intron	14	19431738	19431791	54
Fak	chr2R	Rev	NM_166352	Intron	13	19432247	19432302	56
Fak	chr2R	Rev	NM_166352	Intron	12	19432393	19433501	1109
Fak	chr2R	Rev	NM_166352	Intron	11	19433642	19433702	61
Fak	chr2R	Rev	NM_166352	Intron	10	19433843	19433903	61
Fak	chr2R	Rev	NM_166352	Intron	9	19434109	19434163	55
Fak	chr2R	Rev	NM_166352	Intron	8	19434309	19434369	61
Fak	chr2R	Rev	NM_166352	Intron	7	19434503	19434559	57
Fak	chr2R	Rev	NM_166352	Intron	6	19434693	19434754	62
Fak	chr2R	Rev	NM_166352	Intron	5	19435251	19435313	63
Fak	chr2R	Rev	NM_166352	Intron	4	19435550	19435607	58
Fak	chr2R	Rev	NM_166352	Intron	3	19435718	19435776	59
Fak	chr2R	Rev	NM_166352	Intron	2	19436480	19436547	68
Oseg6	chr2R	Rev	NM_137582	Intron	8	19487263	19487320	58
Oseg6	chr2R	Rev	NM_137582	Intron	7	19487691	19487744	54
Oseg6	chr2R	Rev	NM_137582	Intron	6	19488829	19488888	60
Oseg6	chr2R	Rev	NM_137582	Intron	5	19489070	19489126	57
Oseg6	chr2R	Rev	NM_137582	Intron	4	19489410	19489464	55
Oseg6	chr2R	Rev	NM_137582	Intron	3	19490042	19490099	58
Oseg6	chr2R	Rev	NM_137582	Intron	2	19490713	19490786	74
Oseg6	chr2R	Rev	NM_137582	Intron	1	19491513	19491575	63
TBCB	chr2R	Rev	NM_137581	Intron	3	19485921	19485982	62
TBCB	chr2R	Rev	NM_137581	Intron	2	19486105	19486168	64
TBCB	chr2R	Rev	NM_137581	Intron	1	19486541	19486592	52
betaTub56D	chr2R	Rev	NM_079071	Intron	1	19448747	19451432	2686
CG16926	chr2R	Rev	NM_001299687	Intron	2	19500640	19500715	76
CG16926	chr2R	Rev	NM_001299687	Intron	1	19500860	19500928	69
CG15905	chr2R	Rev	NM_137592	Intron	2	19646665	19646752	88
CG15905	chr2R	Rev	NM_137592	Intron	1	19647280	19647367	88
CG15128	chr2R	Rev	NM_137597	Intron	6	19685988	19686067	80
CG15128	chr2R	Rev	NM_137597	Intron	5	19686214	19686274	61
CG15128	chr2R	Rev	NM_137597	Intron	4	19686559	19686645	87
CG15128	chr2R	Rev	NM_137597	Intron	3	19686823	19686888	66
CG15128	chr2R	Rev	NM_137597	Intron	2	19687282	19687371	90
CG15128	chr2R	Rev	NM_137597	Intron	1	19687539	19687608	70
Obp56b	chr2R	Rev	NM_137599	Intron	1	19699196	19699257	62
Obp56c	chr2R	Rev	NM_166374	Intron	1	19700812	19700999	188
Obp56g	chr2R	Rev	NM_206181	Intron	1	19783899	19783963	65
hrg	chr2R	Rev	NM_001274168	Intron	8	19664485	19664546	62
CG13872	chr2R	Rev	NM_137605	Intron	1	19880404	19880478	75
CG16898	chr2R	Rev	NM_137608	Intron	1	20003888	20003946	59
CG42690	chr2R	Rev	NM_001316429	Intron	6	19944419	19944480	62
CG42690	chr2R	Rev	NM_001316429	Intron	5	19944632	19944691	60
CG42690	chr2R	Rev	NM_001316429	Intron	4	19944787	19944839	53
CG42690	chr2R	Rev	NM_001316429	Intron	3	19945170	19945229	60
CG42690	chr2R	Rev	NM_001316429	Intron	2	19945387	19945438	52
CG42690	chr2R	Rev	NM_001316429	Intron	1	19945534	19945580	47
Obp56d	chr2R	Rev	NM_001299690	Intron	1	19703633	19703702	70
Or56a	chr2R	Rev	NM_079072	Intron	5	19769518	19769578	61
Or56a	chr2R	Rev	NM_079072	Intron	4	19769732	19769943	212
Or56a	chr2R	Rev	NM_079072	Intron	3	19770046	19770105	60
Or56a	chr2R	Rev	NM_079072	Intron	2	19770322	19770385	64
Or56a	chr2R	Rev	NM_079072	Intron	1	19770817	19770932	116
Ate1	chr2R	Rev	NM_166380	Intron	7	20255139	20255196	58
Ate1	chr2R	Rev	NM_166380	Intron	6	20255349	20255407	59
Ate1	chr2R	Rev	NM_166380	Intron	5	20255572	20255627	56
Ate1	chr2R	Rev	NM_166380	Intron	4	20255810	20256082	273
Ate1	chr2R	Rev	NM_166380	Intron	3	20256236	20256435	200
Ate1	chr2R	Rev	NM_166380	Intron	2	20256609	20256689	81
Ate1	chr2R	Rev	NM_166380	Intron	1	20257125	20257197	73
CG10444	chr2R	Rev	NM_137621	Intron	1	20273200	20273256	57
CG11200	chr2R	Rev	NM_137627	Intron	5	20305029	20305085	57
CG11200	chr2R	Rev	NM_137627	Intron	4	20305468	20306243	776
CG11200	chr2R	Rev	NM_137627	Intron	3	20306352	20306414	63
CG11200	chr2R	Rev	NM_137627	Intron	2	20306637	20308146	1510
CG11200	chr2R	Rev	NM_137627	Intron	1	20308500	20308560	61
CG11208	chr2R	Rev	NM_137616	Intron	3	20243110	20243172	63
CG11208	chr2R	Rev	NM_137616	Intron	2	20244413	20244484	72
CG13869	chr2R	Rev	NM_137614	Intron	3	20238724	20238777	54
CG13869	chr2R	Rev	NM_137614	Intron	2	20239134	20239196	63
CG13869	chr2R	Rev	NM_137614	Intron	1	20239324	20239388	65
PCNA	chr2R	Rev	NM_057557	Intron	1	20262554	20262613	60
plu	chr2R	Rev	NM_057335	Intron	2	20263130	20263183	54
plu	chr2R	Rev	NM_057335	Intron	1	20263589	20263645	57
CG13426	chr2R	Rev	NM_137638	Intron	1	20513005	20513059	55
CG13428	chr2R	Rev	NM_137643	Intron	4	20539677	20539744	68
CG13428	chr2R	Rev	NM_137643	Intron	3	20539814	20539964	151
CG13428	chr2R	Rev	NM_137643	Intron	2	20540040	20540220	181
CG13428	chr2R	Rev	NM_137643	Intron	1	20540251	20540305	55
CG13430	chr2R	Rev	NM_001032271	Intron	2	20551723	20551781	59
CG13430	chr2R	Rev	NM_001032271	Intron	1	20551826	20551892	67
CG18065	chr2R	Rev	NM_166398	Intron	2	20551723	20551781	59
CG18065	chr2R	Rev	NM_166398	Intron	1	20551826	20551892	67
Cpr57A	chr2R	Rev	NM_001144249	Intron	4	20548961	20549026	66
Cpr57A	chr2R	Rev	NM_001144249	Intron	3	20549126	20549187	62
Cpr57A	chr2R	Rev	NM_001144249	Intron	2	20549562	20549631	70
Cpr57A	chr2R	Rev	NM_001144249	Intron	1	20549989	20550052	64
Obp57d	chr2R	Rev	NM_166397	Intron	4	20548961	20549026	66
Obp57d	chr2R	Rev	NM_166397	Intron	3	20549126	20549187	62
Obp57d	chr2R	Rev	NM_166397	Intron	2	20549562	20549631	70
Obp57d	chr2R	Rev	NM_166397	Intron	1	20549989	20550052	64
Obp57e	chr2R	Rev	NM_137644	Intron	1	20548170	20548234	65
CG33785	chr2R	Rev	NM_001032272	Intron	1	20643509	20643583	75
CG33786	chr2R	Rev	NM_001032273	Intron	1	20643509	20643583	75
CG43308	chr2R	Rev	NM_001259515	Intron	1	20562771	20562822	52
Mgat1	chr2R	Rev	NM_080378	Intron	6	20560154	20560206	53
Mgat1	chr2R	Rev	NM_080378	Intron	5	20560295	20560352	58
Mgat1	chr2R	Rev	NM_080378	Intron	4	20560436	20560492	57
Mgat1	chr2R	Rev	NM_080378	Intron	3	20560584	20560648	65
Mgat1	chr2R	Rev	NM_080378	Intron	2	20560754	20560813	60
Mgat1	chr2R	Rev	NM_080378	Intron	1	20561245	20561305	61
Rcd6	chr2R	Rev	NM_001169746	Intron	3	20629933	20630025	93
Rcd6	chr2R	Rev	NM_001169746	Intron	2	20630266	20630683	418
Rcd6	chr2R	Rev	NM_001169746	Intron	1	20631115	20632789	1675
exu	chr2R	Rev	NM_001169747	Intron	4	20668283	20668574	292
exu	chr2R	Rev	NM_001169747	Intron	3	20669896	20669978	83
exu	chr2R	Rev	NM_001169747	Intron	2	20670132	20670200	69
exu	chr2R	Rev	NM_001169747	Intron	1	20670378	20670637	260
CG11159	chr2R	Rev	NM_137661	Intron	3	20655988	20656066	79
CG11159	chr2R	Rev	NM_137661	Intron	2	20656131	20656182	52
CG11159	chr2R	Rev	NM_137661	Intron	1	20656272	20656338	67
Fem-1	chr2R	Rev	NM_137664	Intron	5	20663096	20663159	64
Fem-1	chr2R	Rev	NM_137664	Intron	4	20663387	20663452	66
Fem-1	chr2R	Rev	NM_137664	Intron	3	20663869	20663934	66
Fem-1	chr2R	Rev	NM_137664	Intron	2	20664678	20664785	108
Fem-1	chr2R	Rev	NM_137664	Intron	1	20665069	20666918	1850
Hil	chr2R	Rev	NM_166402	Intron	8	20607583	20607669	87
Hil	chr2R	Rev	NM_166402	Intron	7	20607834	20607893	60
Hil	chr2R	Rev	NM_166402	Intron	6	20608008	20608135	128
Hil	chr2R	Rev	NM_166402	Intron	5	20608623	20608681	59
Hil	chr2R	Rev	NM_166402	Intron	4	20609677	20613064	3388
Hil	chr2R	Rev	NM_166402	Intron	3	20613265	20613329	65
Hil	chr2R	Rev	NM_166402	Intron	2	20613472	20614505	1034
Hil	chr2R	Rev	NM_166402	Intron	1	20614934	20618066	3133
CG16799	chr2R	Rev	NM_001299712	Intron	3	20653406	20653539	134
CG16799	chr2R	Rev	NM_001299712	Intron	2	20653693	20653744	52
CG16799	chr2R	Rev	NM_001299712	Intron	1	20653904	20654969	1066
Gr57a	chr2R	Rev	NM_079074	Intron	1	20685722	20685776	55
Nnf1a	chr2R	Rev	NM_137648	Intron	3	20586410	20586614	205
Nnf1a	chr2R	Rev	NM_137648	Intron	2	20586730	20586803	74
Nnf1a	chr2R	Rev	NM_137648	Intron	1	20587017	20587072	56
rig	chr2R	Rev	NM_137655	Intron	8	20634369	20634430	62
rig	chr2R	Rev	NM_137655	Intron	7	20634689	20634746	58
rig	chr2R	Rev	NM_137655	Intron	6	20634898	20634956	59
rig	chr2R	Rev	NM_137655	Intron	5	20635123	20635179	57
rig	chr2R	Rev	NM_137655	Intron	4	20636073	20638342	2270
rig	chr2R	Rev	NM_137655	Intron	3	20638497	20638558	62
rig	chr2R	Rev	NM_137655	Intron	2	20638722	20638778	57
CG11180	chr2R	Rev	NM_001299709	Intron	2	20621318	20621459	142
CG11180	chr2R	Rev	NM_001299709	Intron	1	20623175	20623230	56
CG13442	chr2R	Rev	NM_137667	Intron	5	20728403	20728466	64
CG13442	chr2R	Rev	NM_137667	Intron	4	20728529	20728576	48
CG13442	chr2R	Rev	NM_137667	Intron	3	20728797	20729174	378
CG13442	chr2R	Rev	NM_137667	Intron	2	20729310	20729912	603
CG13442	chr2R	Rev	NM_137667	Intron	1	20730427	20730482	56
CG43668	chr2R	Rev	NM_001274181	Intron	1	20791562	20791616	55
insc	chr2R	Rev	NM_057676	Intron	3	20822763	20823191	429
insc	chr2R	Rev	NM_057676	Intron	2	20824968	20825301	334
insc	chr2R	Rev	NM_057676	Intron	1	20825553	20835669	10117
otp	chr2R	Rev	NM_001103918	Intron	7	20884762	20885201	440
otp	chr2R	Rev	NM_001103918	Intron	6	20885369	20886280	912
otp	chr2R	Rev	NM_001103918	Intron	5	20886407	20886522	116
otp	chr2R	Rev	NM_001103918	Intron	4	20886728	20895710	8983
otp	chr2R	Rev	NM_001103918	Intron	3	20895846	20896474	629
otp	chr2R	Rev	NM_001103918	Intron	2	20896771	20902027	5257
otp	chr2R	Rev	NM_001103918	Intron	1	20902294	20902785	492
sktl	chr2R	Rev	NM_001299718	Intron	1	20830394	20835669	5276
CG17999	chr2R	Rev	NM_137673	Intron	3	20848973	20849110	138
CG17999	chr2R	Rev	NM_137673	Intron	2	20849234	20849295	62
CG17999	chr2R	Rev	NM_137673	Intron	1	20849489	20849557	69
CG9993	chr2R	Rev	NM_137674	Intron	3	20851209	20851266	58
CG9993	chr2R	Rev	NM_137674	Intron	2	20851387	20851448	62
CG9993	chr2R	Rev	NM_137674	Intron	1	20851648	20851705	58
hbn	chr2R	Rev	NM_176240	Intron	4	20955462	20955687	226
hbn	chr2R	Rev	NM_176240	Intron	3	20955776	20958259	2484
hbn	chr2R	Rev	NM_176240	Intron	2	20958390	20958538	149
hbn	chr2R	Rev	NM_176240	Intron	1	20958846	20960430	1585
IM4	chr2R	Rev	NM_001299719	Intron	1	20869123	20869181	59
CG15649	chr2R	Rev	NM_001169749	Intron	2	20973395	20973457	63
CG15649	chr2R	Rev	NM_001169749	Intron	1	20973635	20973907	273
Cht12	chr2R	Rev	NM_166420	Intron	3	21064148	21064205	58
Cht12	chr2R	Rev	NM_166420	Intron	2	21064474	21064524	51
Cht12	chr2R	Rev	NM_166420	Intron	1	21064702	21064753	52
grau	chr2R	Rev	NM_176242	Intron	4	21010106	21010168	63
grau	chr2R	Rev	NM_176242	Intron	3	21010545	21010606	62
grau	chr2R	Rev	NM_176242	Intron	2	21010817	21010878	62
grau	chr2R	Rev	NM_176242	Intron	1	21011646	21011722	77
CG15653	chr2R	Rev	NM_137696	Intron	1	21060123	21060179	57
CG30291	chr2R	Rev	NM_166417	Intron	3	21008308	21008361	54
CG30291	chr2R	Rev	NM_166417	Intron	2	21009205	21009255	51
CG30291	chr2R	Rev	NM_166417	Intron	1	21009431	21009492	62
CG3216	chr2R	Rev	NM_166415	Intron	10	20987668	20987728	61
CG3216	chr2R	Rev	NM_166415	Intron	9	20988054	20988111	58
CG3216	chr2R	Rev	NM_166415	Intron	8	20988756	20988812	57
CG3216	chr2R	Rev	NM_166415	Intron	7	20988892	20988955	64
CG3216	chr2R	Rev	NM_166415	Intron	6	20989072	20989133	62
CG3216	chr2R	Rev	NM_166415	Intron	5	20989690	20989745	56
CG3216	chr2R	Rev	NM_166415	Intron	4	20990023	20990122	100
CG3216	chr2R	Rev	NM_166415	Intron	3	20990201	20990478	278
CG3216	chr2R	Rev	NM_166415	Intron	2	20990645	20990709	65
CG3216	chr2R	Rev	NM_166415	Intron	1	20990822	20990873	52
Cht9	chr2R	Rev	NM_137699	Intron	2	21068636	21068697	62
Cht9	chr2R	Rev	NM_137699	Intron	1	21069140	21069211	72
Rbpn-5	chr2R	Rev	NM_137701	Intron	5	21088992	21089054	63
Rbpn-5	chr2R	Rev	NM_137701	Intron	4	21089172	21089229	58
Rbpn-5	chr2R	Rev	NM_137701	Intron	3	21089366	21089429	64
Rbpn-5	chr2R	Rev	NM_137701	Intron	2	21090215	21090269	55
Rbpn-5	chr2R	Rev	NM_137701	Intron	1	21090812	21090871	60
CG10527	chr2R	Rev	NM_137700	Intron	2	21071061	21071401	341
CG10527	chr2R	Rev	NM_137700	Intron	1	21071804	21072724	921
CG15651	chr2R	Rev	NM_137687	Intron	2	20985232	20985288	57
CG15651	chr2R	Rev	NM_137687	Intron	1	20985406	20985464	59
CG4038	chr2R	Rev	NM_057695	Intron	2	21096270	21096326	57
CG4038	chr2R	Rev	NM_057695	Intron	1	21096708	21097041	334
Cht4	chr2R	Rev	NM_080223	Intron	4	21066096	21066151	56
Cht4	chr2R	Rev	NM_080223	Intron	3	21066361	21066415	55
Cht4	chr2R	Rev	NM_080223	Intron	2	21066687	21066748	62
Cht4	chr2R	Rev	NM_080223	Intron	1	21066926	21066988	63
dgt3	chr2R	Rev	NM_137689	Intron	5	20992473	20992536	64
dgt3	chr2R	Rev	NM_137689	Intron	4	20992715	20992773	59
dgt3	chr2R	Rev	NM_137689	Intron	3	20993440	20993500	61
dgt3	chr2R	Rev	NM_137689	Intron	2	20993864	20993925	62
dgt3	chr2R	Rev	NM_137689	Intron	1	20994255	20994305	51
shg	chr2R	Rev	NM_057374	Intron	1	21054703	21055846	1144
CG15650	chr2R	Rev	NM_001299726	Intron	1	20978127	20978198	72
CG15661	chr2R	Rev	NM_001043100	Intron	5	21215909	21215970	62
CG15661	chr2R	Rev	NM_001043100	Intron	4	21216450	21216505	56
CG15661	chr2R	Rev	NM_001043100	Intron	3	21216968	21217015	48
CG15661	chr2R	Rev	NM_001043100	Intron	2	21217175	21217236	62
CG15661	chr2R	Rev	NM_001043100	Intron	1	21217435	21217652	218
CG4266	chr2R	Rev	NM_001103924	Intron	9	21163152	21163365	214
CG4266	chr2R	Rev	NM_001103924	Intron	8	21163696	21163753	58
CG4266	chr2R	Rev	NM_001103924	Intron	7	21164240	21164299	60
CG4266	chr2R	Rev	NM_001103924	Intron	6	21165044	21165558	515
CG4266	chr2R	Rev	NM_001103924	Intron	5	21165875	21166729	855
CG4266	chr2R	Rev	NM_001103924	Intron	4	21166835	21166889	55
CG4266	chr2R	Rev	NM_001103924	Intron	3	21167043	21167171	129
CG4266	chr2R	Rev	NM_001103924	Intron	2	21167445	21167595	151
CG4266	chr2R	Rev	NM_001103924	Intron	1	21168184	21168431	248
CG15657	chr2R	Rev	NM_137710	Intron	1	21147971	21148029	59
CG4050	chr2R	Rev	NM_057898	Intron	3	21125003	21125062	60
CG4050	chr2R	Rev	NM_057898	Intron	2	21125845	21125905	61
CG4050	chr2R	Rev	NM_057898	Intron	1	21127134	21128401	1268
Magi	chr2R	Rev	NM_137707	Intron	3	21132663	21132727	65
Magi	chr2R	Rev	NM_137707	Intron	2	21132915	21138225	5311
Magi	chr2R	Rev	NM_137707	Intron	1	21139233	21141538	2306
CG33655	chr2R	Rev	NM_001169765	Intron	1	21319804	21319864	61
CG34203	chr2R	Rev	NM_001103927	Intron	1	21281522	21281580	59
CG17974	chr2R	Rev	NM_137738	Intron	3	21349308	21349366	59
CG17974	chr2R	Rev	NM_137738	Intron	2	21349612	21349671	60
CG17974	chr2R	Rev	NM_137738	Intron	1	21349822	21350303	482
CG30394	chr2R	Rev	NM_137734	Intron	5	21321757	21321811	55
CG30394	chr2R	Rev	NM_137734	Intron	4	21321949	21322008	60
CG30394	chr2R	Rev	NM_137734	Intron	3	21322158	21322217	60
CG30394	chr2R	Rev	NM_137734	Intron	2	21322457	21322507	51
CG30394	chr2R	Rev	NM_137734	Intron	1	21323070	21323165	96
CG9822	chr2R	Rev	NM_137737	Intron	2	21347191	21347259	69
CG9822	chr2R	Rev	NM_137737	Intron	1	21347655	21347711	57
CG10505	chr2R	Rev	NM_137727	Intron	5	21286012	21286067	56
CG10505	chr2R	Rev	NM_137727	Intron	4	21287017	21287076	60
CG10505	chr2R	Rev	NM_137727	Intron	3	21287228	21287291	64
CG10505	chr2R	Rev	NM_137727	Intron	2	21289525	21289595	71
CG10505	chr2R	Rev	NM_137727	Intron	1	21289827	21290245	419
CG9752	chr2R	Rev	NM_137729	Intron	1	21295211	21295266	56
CG10795	chr2R	Rev	NM_137739	Intron	1	21383838	21383902	65
CG30392	chr2R	Rev	NM_001299743	Intron	3	21290971	21291031	61
CG30392	chr2R	Rev	NM_001299743	Intron	2	21291582	21291641	60
CG30392	chr2R	Rev	NM_001299743	Intron	1	21291860	21291926	67
EfSec	chr2R	Rev	NM_137740	Intron	1	21385836	21385892	57
Sdc	chr2R	Rev	NM_001144257	Intron	6	21394736	21394877	142
Sdc	chr2R	Rev	NM_001144257	Intron	5	21395046	21398064	3019
Sdc	chr2R	Rev	NM_001144257	Intron	4	21398581	21398886	306
Sdc	chr2R	Rev	NM_001144257	Intron	3	21399314	21412310	12997
Sdc	chr2R	Rev	NM_001144257	Intron	2	21412419	21480090	67672
Sdc	chr2R	Rev	NM_001144257	Intron	1	21480357	21481013	657
